Step,Value
3.792,0.8138790448149924
3.808,0.8149082819442394
3.824,0.8216728945483984
3.84,0.8183364460821063
3.856,0.8121369873461679
3.872,0.816224743673084
3.888,0.8148311325653781
3.904,0.8152280722431535
3.92,0.8135515289690194
3.936,0.816775760908231
3.952,0.8137003887987657
3.968,0.81435019320729
3.984,0.8174876001799236
4.0,0.8162437988978689
4.016,0.8167156434884699
4.032,0.8182015645916776
4.048,0.8241007739511885
4.064,0.811425378630944
4.08,0.8135251952759366
4.096,0.8072313345249464
4.112,0.8126781720308448
4.128,0.8129015931679797
4.144,0.8091070537365472
4.16,0.8143972697157162
4.176,0.8125111432025084
4.192,0.8187555656407897
4.208,0.8148465447413238
4.224,0.8132045116418258
4.24,0.8083209915157982
4.256,0.8118167481420848
4.272,0.8132521193026708
4.288,0.8160010715722643
4.304,0.8144067893624108
4.32,0.8142346327602765
4.336,0.8141485544592093
4.352,0.8139492915347194
4.368,0.815724643383174
4.384,0.818487332420423
4.4,0.8214311530971896
4.416,0.8179030682039445
4.432,0.8148890269494149
4.448,0.8171320027458714
4.464,0.8199722501808429
4.48,0.8202986286667001
4.496,0.8174930595649785
4.512,0.8196840178615603
4.528,0.8168732470098512
4.544,0.8148428770812043
4.56,0.8183589266196731
4.576,0.8157419704623939
4.592,0.8139647316549183
4.608,0.8143261110590876
4.624,0.8210693019532651
4.64,0.8142846533608183
4.656,0.8135485802566879
4.672,0.8097430544334587
4.688,0.815184030793008
4.704,0.8139982689727827
4.72,0.81340538806267
4.736,0.8142026928392421
4.752,0.8131950928433423
4.768,0.8211288071505072
4.784,0.8185331631119968
4.8,0.8148915672508836
4.816,0.80791452051242
4.832,0.8144260174087674
4.848,0.8181504967834548
4.864,0.8175127388549842
4.88,0.8151626230037707
4.896,0.8116438210386285
4.912,0.813009402174664
4.928,0.8166609510873319
4.944,0.8200492315041306
4.96,0.8181496288650871
