Step,Value
2.336,0.8761340605961763
2.352,0.8755670302980881
2.368,0.8807522711095086
2.384,0.8764698831705685
2.4,0.8710474535062132
2.416,0.8739612184084563
2.432,0.8744806092042281
2.448,0.8728652914890922
2.464,0.8725263933603603
2.48,0.8754819562169234
2.496,0.8746159638033469
2.512,0.8743392211728374
2.528,0.8729508510496755
2.544,0.8716316814853022
2.56,0.872065841934744
2.576,0.8721266685831862
2.592,0.8780945985967079
2.608,0.8735785409537037
2.624,0.8738205097480158
2.64,0.8675352465293577
2.656,0.874548858959564
2.672,0.8714931937848968
2.688,0.873402850468727
2.704,0.8729514264264564
2.72,0.874600727518343
2.736,0.8773003613749857
2.752,0.8792751926084218
2.768,0.8793250867674678
2.784,0.8760687981521055
2.8,0.8788156347709379
2.816,0.8775328316905837
2.832,0.8807976801504066
2.848,0.8808675984198535
2.864,0.8859025527862054
2.88,0.8818575287772885
2.896,0.8770225120044585
2.912,0.8813237583864151
2.928,0.8820681291932075
2.944,0.8808778086361393
2.96,0.8791889031259768
2.976,0.8781881967946168
2.992,0.8765940983973084
3.008,0.8823595503907471
3.024,0.8805547883083954
3.04,0.8791836465383835
3.056,0.8811543268454705
3.072,0.8763584038859921
3.088,0.8838042090955534
3.104,0.8767458533556838
3.12,0.87790416356482
3.136,0.8777020805903171
3.152,0.8818197962556231
3.168,0.8826286552803689
3.184,0.8786580740639058
3.2,0.87807903583986
3.216,0.8795082762645803
3.232,0.8864728905164759
3.248,0.8833926964503309
3.264,0.8813838386884223
3.28,0.8741294157679325
3.296,0.8748772150365236
3.312,0.8819698694391908
3.328,0.8834849299512237
3.344,0.8803362102072403
3.36,0.8793868646403633
3.376,0.8787559382806462
3.392,0.8814092334454379
3.408,0.8816421059938828
3.424,0.8816022886918267
3.44,0.8859573907696346
3.456,0.883291200153189
3.472,0.8778956012686874
3.488,0.8822290637473655
3.504,0.8865832854499615
3.52,0.8809478963012594
3.536,0.8790676933822581
3.552,0.8818775883464788
3.568,0.8809387917890537
3.584,0.8820318994708055
3.6,0.8832034378144737
3.616,0.8809767320202587
3.632,0.8773633517050146
3.648,0.8788379270446002
3.664,0.8850439706748574
3.68,0.8843969960662648
3.696,0.886417252801504
3.712,0.8855523680561017
3.728,0.8840261804517722
3.744,0.8807630890337932
3.76,0.8824128088220113
3.776,0.879018911563563
3.792,0.8838844641264318
3.808,0.8847547344474017
3.824,0.8889398660316079
3.84,0.8854074222869679
3.856,0.8797349504146479
3.872,0.8847112144784879
3.888,0.8848556024708724
3.904,0.886490302427529
3.92,0.8844951476374858
3.936,0.8858413142819997
3.952,0.8857331595251856
3.968,0.8864603202258496
3.984,0.8838551720338538
4.0,0.8814588229039051
4.016,0.8807294090677668
4.032,0.8802084485734188
4.048,0.8861979623657805
4.064,0.8785677442959121
4.08,0.8819401209558632
4.096,0.882220056901653
4.112,0.8853287832191981
4.128,0.883601880880763
4.144,0.8813321773273597
4.16,0.880666086279494
4.176,0.8815830395634683
4.192,0.8895415090528981
4.208,0.88305199260552
4.224,0.8843384986869458
4.24,0.8768567445751013
4.256,0.880147129440108
4.272,0.8839798123358682
4.288,0.8848024085521199
4.304,0.8831824399709451
4.32,0.8819037247538442
4.336,0.8828268731057581
4.352,0.8837571782082287
4.368,0.8839098534092291
4.384,0.8841424147836856
4.4,0.8900399585839357
4.416,0.8868949900208039
4.432,0.8825100009708664
4.448,0.8867237540617119
4.464,0.8885181234545773
4.48,0.8862903260324033
4.496,0.8865826499031798
4.512,0.8856350666069397
4.528,0.8831300380718414
4.544,0.8856275202280136
4.56,0.886720007729821
4.576,0.8853912681700252
4.592,0.8830081388533841
4.608,0.8796290837318068
4.624,0.8846582811370673
4.64,0.8817041536815555
4.656,0.8827270875696138
4.672,0.8791760509373643
4.688,0.8845880183161248
4.704,0.8808877543896908
4.72,0.8790376224264738
4.736,0.8810813147895156
4.752,0.881009415739408
4.768,0.8900359650222613
4.784,0.8878304848953165
4.8,0.886727744831844
4.816,0.8777388604949931
4.832,0.8801194266712178
4.848,0.8828722157197947
4.864,0.8850298483231542
4.88,0.8850149193932055
4.896,0.8843824704254388
4.912,0.8846912304443478
4.928,0.8865643699905454
4.944,0.8871884326110869
4.96,0.8859379579608933
