Step,Value
0.96,0.43953612158446576
0.976,0.4346118107922329
0.992,0.43636841254867387
1.008,0.44459045269805825
1.024,0.44307647813716844
1.04,0.44403823549230553
1.056,0.44280036953429214
1.072,0.4451501799987745
1.088,0.4511688417875266
1.104,0.4543344262581813
1.12,0.458729708360719
1.136,0.45264610358431306
1.152,0.45210429881192427
1.168,0.46511465238619437
1.184,0.4647448208286792
1.2,0.46362241339457183
1.216,0.4655612072933324
1.232,0.4673118572229449
1.248,0.4620934268233331
1.264,0.4663592199681774
1.28,0.45958585640781
1.296,0.4640116746276263
1.312,0.47481833671776674
1.328,0.4713154225312085
1.344,0.4670639678221151
1.36,0.46556323987152204
1.376,0.4690316181476217
1.392,0.4759220560935786
1.408,0.476398531623068
1.424,0.472574265811534
1.44,0.47800588707809216
1.456,0.4777529393667209
1.472,0.4857514726635927
1.488,0.4888132327555177
1.504,0.48409411876194464
1.52,0.4756408064007401
1.536,0.48688289664385914
1.552,0.48797269236146507
1.568,0.49258009379654677
1.584,0.4973837921299018
1.6,0.4961918984491367
1.616,0.48918970399293993
1.632,0.4952198663015847
1.648,0.49823494745590713
1.664,0.4931799719398142
1.68,0.4925274823936284
1.696,0.49938875311774317
1.712,0.5012568825193361
1.728,0.4931284484122255
1.744,0.4959392248021592
1.76,0.5004696100168938
1.776,0.5007035657372829
1.792,0.5023830197556196
1.808,0.49697275272525243
1.824,0.4984863763626262
1.84,0.4953369381813131
1.856,0.5037622095539134
1.872,0.5045373559690496
1.888,0.5050811827528964
1.904,0.5012905925685411
1.92,0.5045515462842706
1.936,0.4958695255263211
1.952,0.49215351455129985
1.968,0.4882642572756499
1.984,0.494913366716896
2.0,0.5041754381268195
2.016,0.5061502226396885
2.032,0.5021376047633334
2.048,0.49856880476585247
2.064,0.49428440715129784
2.08,0.501048453575649
2.096,0.5006804803641032
2.112,0.49580899077809804
2.128,0.504935757309978
2.144,0.49778037567475675
2.16,0.5045151973741215
2.176,0.5063201022633395
2.192,0.5028475439791124
2.208,0.49079876722118454
2.224,0.5019618848026852
2.24,0.5017621804804137
2.256,0.5005685830876495
2.272,0.5076280308149888
2.288,0.5094390249442375
2.304,0.5040945130681652
2.32,0.5129847684550115
2.336,0.5144611378037844
2.352,0.5184805581730562
2.368,0.5147090350469925
2.384,0.508292009178846
2.4,0.5032084980329121
2.416,0.5092604954401774
2.432,0.5168177584489247
2.448,0.5168463935295771
2.464,0.5120169396122312
2.48,0.5139772233823943
2.496,0.5194885997702682
2.512,0.5103693141902488
2.528,0.5154971547109386
2.544,0.508373591660584
2.56,0.5091867910619204
2.576,0.5108433895704958
2.592,0.5068279471694337
2.608,0.5002889765649491
2.624,0.5048319763615456
2.64,0.5058534774519368
2.656,0.5060517506468973
2.672,0.5074008860522847
2.688,0.5044816811052134
2.704,0.5130220988972569
2.72,0.5135423113695574
2.736,0.5119274044926858
2.752,0.5194012117830861
2.768,0.521419355891543
2.784,0.527897183906236
2.8,0.5216048383768392
2.816,0.5229899299172557
2.832,0.5283699637665349
2.848,0.5266849699623385
2.864,0.522561237365355
2.88,0.5172181055696556
2.896,0.5173590444401776
2.912,0.5202420186438101
2.928,0.5279334997851619
2.944,0.5291229891637449
2.96,0.5256552302767576
2.976,0.5250151258672149
2.992,0.5278200557810501
3.008,0.5225037659695961
3.024,0.5285956425215412
3.04,0.5239853343737925
3.056,0.5230864028817814
3.072,0.5274807085934481
3.088,0.5318653519125383
3.104,0.5204639402613839
3.12,0.5233569725148777
3.136,0.5190222255286028
3.152,0.5227923687247659
3.168,0.5206149367465687
3.184,0.5174949540681696
3.2,0.5279662198815274
3.216,0.5222643706695997
3.232,0.5278509305664283
3.248,0.527519228396236
3.264,0.5189158630060251
3.28,0.5125829434239415
3.296,0.521291457406856
3.312,0.5209582263192423
3.328,0.5237603691200856
3.344,0.5312551809837641
3.36,0.5273463404918821
3.376,0.5222669083250121
3.392,0.5306647041625061
3.408,0.5284573544654388
3.424,0.5259474272327194
3.44,0.528442460040081
3.456,0.5240649669070186
3.472,0.5185949846456022
3.488,0.5249224923228011
3.504,0.5351175080823295
3.52,0.531777501656979
3.536,0.5312012436759321
3.552,0.5274756254142448
3.568,0.5312378258201442
3.584,0.5199939236389082
3.6,0.5267157070510825
3.616,0.518670355909727
3.632,0.5166789172260274
3.648,0.5253707109971995
3.664,0.5278415947697637
3.68,0.5247020557295321
3.696,0.5256322838252305
3.712,0.5265661287995934
3.728,0.5306268239365399
3.744,0.5315634262733847
3.76,0.5235942131366924
3.776,0.5267970922632315
3.792,0.5365235389790584
3.808,0.5329492778341794
3.824,0.5336621448775543
3.84,0.5333935640941269
3.856,0.5282592784707847
3.872,0.529910892811671
3.888,0.5408929440216497
3.904,0.534665219626639
3.92,0.5312388502765764
3.936,0.5309319179857308
3.952,0.5303097209137944
3.968,0.5240611056885256
3.984,0.5287492980758912
4.0,0.5253121609588746
4.016,0.5264060673664155
4.032,0.5346092967962296
4.048,0.531992156742765
4.064,0.5250585771792896
4.08,0.5264355290529017
4.096,0.5211865181027295
4.112,0.5257494983225287
4.128,0.5259997515454502
4.144,0.5229998662359819
4.16,0.5288436926547342
4.176,0.5247343439431813
4.192,0.5306484231636835
4.208,0.5276679758869565
4.224,0.5180527450960356
4.24,0.5112138630112746
4.256,0.5217006922344734
4.272,0.5233503341963077
4.288,0.5313626706744325
4.304,0.5375563293767518
4.32,0.5372156694567475
4.336,0.5290765859204667
4.352,0.5367257941523262
4.368,0.5347691351552342
4.384,0.5323845532725023
4.4,0.533223529020437
4.416,0.5311430192785901
4.432,0.5263527679839453
4.448,0.5327076339919726
4.464,0.5354163062671502
4.48,0.5322394079019467
4.496,0.5361197146798093
4.512,0.5347786025715331
4.528,0.5391080417490234
4.544,0.526429029219162
4.56,0.5329020181858597
4.576,0.5264509995561867
4.592,0.5240067581227437
4.608,0.5305971374060221
4.624,0.537486069895104
4.64,0.5318680373317377
4.656,0.5267152770105191
4.672,0.5232013753922378
4.688,0.5251944508091407
4.704,0.5268159730203845
4.72,0.5230954996232141
4.736,0.5296727474274212
4.752,0.5253051249058035
4.768,0.532027558876623
4.784,0.5322637937434263
4.8,0.5281631540242705
4.816,0.5222065841646926
4.832,0.5271970528111823
4.848,0.5220360407107059
4.864,0.531018031084189
4.88,0.5350402655420945
4.896,0.533770147076162
4.912,0.5298538223459881
4.928,0.5366456516362509
4.944,0.536760330586497
4.96,0.5338489117169698
