Label,Percentage
1,0.02641955835962145
2,0.019321766561514197
3,0.015772870662460567
4,0.014589905362776025
5,0.013406940063091483
6,0.01025236593059937
7,0.009858044164037854
8,0.011829652996845425
9,0.011829652996845425
10,0.006703470031545741
11,0.007097791798107256
12,0.00749211356466877
13,0.010646687697160883
14,0.005914826498422713
15,0.008675078864353312
16,0.00946372239747634
17,0.008280757097791799
18,0.007097791798107256
19,0.00749211356466877
20,0.00473186119873817
21,0.00749211356466877
22,0.006309148264984227
23,0.007097791798107256
24,0.005914826498422713
25,0.005914826498422713
26,0.007097791798107256
27,0.005126182965299685
28,0.005914826498422713
29,0.005914826498422713
30,0.006309148264984227
31,0.005914826498422713
32,0.006309148264984227
33,0.005914826498422713
34,0.006703470031545741
35,0.0031545741324921135
36,0.003943217665615142
37,0.005520504731861199
38,0.00473186119873817
39,0.004337539432176656
40,0.005126182965299685
41,0.005126182965299685
42,0.00473186119873817
43,0.00473186119873817
44,0.005126182965299685
45,0.005914826498422713
46,0.004337539432176656
47,0.0027602523659305996
48,0.004337539432176656
49,0.001971608832807571
50,0.004337539432176656
51,0.005126182965299685
52,0.004337539432176656
53,0.003943217665615142
54,0.0027602523659305996
55,0.001971608832807571
56,0.0027602523659305996
57,0.002365930599369085
58,0.004337539432176656
59,0.001971608832807571
60,0.003943217665615142
61,0.0027602523659305996
62,0.001971608832807571
63,0.0031545741324921135
64,0.002365930599369085
65,0.003548895899053628
66,0.006309148264984227
67,0.0031545741324921135
68,0.003548895899053628
69,0.0027602523659305996
70,0.0027602523659305996
71,0.0015772870662460567
72,0.003943217665615142
73,0.002365930599369085
74,0.0015772870662460567
75,0.003548895899053628
76,0.004337539432176656
77,0.003943217665615142
78,0.002365930599369085
79,0.004337539432176656
80,0.004337539432176656
81,0.0007886435331230284
82,0.0031545741324921135
83,0.00473186119873817
84,0.0011829652996845426
85,0.001971608832807571
86,0.001971608832807571
87,0.002365930599369085
88,0.002365930599369085
89,0.0011829652996845426
90,0.003943217665615142
91,0.0027602523659305996
92,0.002365930599369085
93,0.001971608832807571
94,0.0011829652996845426
95,0.001971608832807571
96,0.003943217665615142
97,0.003943217665615142
98,0.0015772870662460567
99,0.0027602523659305996
100,0.003548895899053628
101,0.0031545741324921135
102,0.0027602523659305996
103,0.002365930599369085
104,0.0015772870662460567
105,0.0011829652996845426
106,0.0011829652996845426
107,0.0027602523659305996
108,0.0027602523659305996
109,0.003548895899053628
110,0.0015772870662460567
111,0.001971608832807571
112,0.001971608832807571
113,0.002365930599369085
114,0.0015772870662460567
115,0.0011829652996845426
116,0.002365930599369085
117,0.002365930599369085
118,0.0031545741324921135
119,0.0011829652996845426
120,0.0015772870662460567
121,0.0007886435331230284
122,0.0011829652996845426
123,0.0027602523659305996
124,0.001971608832807571
125,0.0011829652996845426
126,0.0011829652996845426
127,0.0031545741324921135
128,0.0015772870662460567
129,0.0027602523659305996
130,0.0015772870662460567
131,0.001971608832807571
132,0.0015772870662460567
133,0.001971608832807571
134,0.0011829652996845426
135,0.0027602523659305996
136,0.001971608832807571
137,0.0011829652996845426
138,0.002365930599369085
139,0.0031545741324921135
140,0.001971608832807571
141,0.001971608832807571
142,0.0015772870662460567
143,0.001971608832807571
144,0.0007886435331230284
145,0.0007886435331230284
146,0.001971608832807571
147,0.0015772870662460567
148,0.0011829652996845426
149,0.0007886435331230284
150,0.001971608832807571
151,0.002365930599369085
152,0.0003943217665615142
153,0.0007886435331230284
154,0.0027602523659305996
155,0.0015772870662460567
156,0.0007886435331230284
157,0.0015772870662460567
